caseid,wt2,wt2a,knowledge,sex,race,age,female,white,oftenvote,conservative,prayfreq,heterosexual,married,yrsofschool,income,speaker,vp,pm,cj
600,.56239998,54455.002476,4,2. Female respondent selected,1. White,66,1,1,Nearly Always,4,Several/Day,1,1,13,4,1,1,1,1
601,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,72,1,1,Always,,Daily,1,1,10,4,,,,
602,.77710003,75246.436048,3,2. Female respondent selected,1. White,52,1,1,Nearly Always,6,Several/Day,1,0,17,,0,1,1,1
603,.9795,94843.156105,2,2. Female respondent selected,1. White,62,1,1,Always,4,Daily,1,0,16,13,1,1,0,0
604,.70819998,68569.997349,0,2. Female respondent selected,1. White,44,1,1,Nearly Always,3,Several/Day,1,0,13,1,0,0,0,0
605,.588,56938.655234,0,2. Female respondent selected,1. White,38,1,1,Always,5,Several/Day,1,1,13,8,0,0,0,0
606,.88599998,85786.287767,1,2. Female respondent selected,1. White,43,1,1,Nearly Always,4,Daily,1,1,16,12,1,0,0,0
607,.588,56938.655234,0,1. Male respondent selected,1. White,31,0,1,Part of the Time,,Once/week,1,1,13,14,0,0,0,0
608,1.7792,172275.602142,3,2. Female respondent selected,1. White,37,1,1,Nearly Always,4,Several/Day,1,1,16,15,1,1,1,0
609,.93970001,90988.973946,3,2. Female respondent selected,1. White,49,1,1,Nearly Always,4,Never,1,0,17,13,1,1,1,0
610,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,69,1,1,Always,,Daily,1,1,8,,,,,
611,.3788,36681.020796,0,2. Female respondent selected,1. White,28,1,1,Seldom,6,Daily,1,1,12,13,0,0,0,0
612,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,87,0,1,Always,6,Daily,1,0,12,,,,,
613,.33219999,32164.911852,2,2. Female respondent selected,1. White,61,1,1,Always,6,Several/Day,1,1,17,15,0,1,1,0
614,.223,21593.003562,1,2. Female respondent selected,1. White,61,1,1,Nearly Always,4,Several/Day,1,0,15,25,0,1,0,0
615,.2485,24064.240442,3,2. Female respondent selected,4. Other race,53,1,0,Always,,Few times a week,1,0,14,13,0,1,1,1
616,.42570001,41224.79463,0,2. Female respondent selected,1. White,71,1,1,Nearly Always,,Daily,1,0,7,,0,0,0,0
617,.4305,41688.693393,0,2. Female respondent selected,4. Other race,21,1,0,Part of the Time,,Daily,1,0,15,1,0,0,0,0
618,.29890001,28938.44481,0,1. Male respondent selected,1. White,42,0,1,Part of the Time,5,Once/week,1,1,12,25,0,0,0,0
619,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,79,0,1,Seldom,,Several/Day,1,1,6,3,,,,
620,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,76,1,0,Seldom,4,,,0,5,,,,,
621,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,68,1,1,Always,5,Several/Day,1,1,4,3,,,,
622,.23360001,22621.518424,0,2. Female respondent selected,1. White,64,1,1,Always,6,Daily,1,0,12,11,0,0,0,0
623,.30160001,29199.943321,0,2. Female respondent selected,1. White,74,1,1,Always,,Daily,1,0,8,4,0,0,0,0
624,.3788,36681.020796,3,2. Female respondent selected,1. White,28,1,1,Seldom,4,Never,1,1,12,8,1,1,0,1
625,.72320002,70026.547101,0,1. Male respondent selected,1. White,23,0,1,Nearly Always,4,Few times a week,1,0,15,,0,0,0,0
626,.55140001,53388.609022,0,1. Male respondent selected,1. White,59,0,1,Always,2,Several/Day,1,1,12,12,0,0,0,0
627,.50950003,49333.657846,1,1. Male respondent selected,1. White,44,0,1,Always,6,Several/Day,1,1,14,9,0,1,0,0
628,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,87,0,1,Always,6,Daily,1,1,8,17,,,,
629,.77710003,75246.436048,3,1. Male respondent selected,4. Other race,49,0,0,Always,2,Daily,1,0,17,1,1,1,1,0
630,.33970001,32889.105231,2,2. Female respondent selected,1. White,45,1,1,Always,2,Few times a week,1,1,16,1,1,1,0,0
631,.72320002,70026.547101,2,1. Male respondent selected,1. White,19,0,1,Seldom,,Daily,1,0,14,1,0,1,1,0
632,.44389999,42978.27537,0,1. Male respondent selected,1. White,53,0,1,Always,7,Daily,1,1,14,18,0,0,0,0
633,.2357,22818.915283,0,1. Male respondent selected,1. White,37,0,1,Seldom,2,Few times a week,1,0,16,13,0,0,0,0
634,.64579999,62533.040089,2,1. Male respondent selected,1. White,26,0,1,Nearly Always,,Daily,1,0,14,3,1,1,0,0
635,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,83,1,1,Always,6,Daily,1,1,14,2,,,,
636,.34200001,33118.239944,1,2. Female respondent selected,1. White,54,1,1,Always,4,Several/Day,1,0,14,11,0,1,0,0
637,.384,37178.502138,1,2. Female respondent selected,1. White,66,1,1,Always,1,Never,1,0,17,18,1,0,0,0
638,.58969998,57096.401011,1,1. Male respondent selected,4. Other race,34,0,0,Seldom,,Several/Day,1,1,16,14,0,1,0,0
639,.71509999,69247.31355000001,2,2. Female respondent selected,1. White,75,1,1,Always,7,Daily,1,0,6,9,1,1,0,0
640,.71509999,69247.31355000001,1,1. Male respondent selected,1. White,87,0,1,Always,6,Never,1,0,8,1,0,1,0,0
641,3.1019001,300352.843395,3,2. Female respondent selected,1. White,20,1,1,Seldom,4,Once/week,,0,11,2,0,1,1,1
642,.96139997,93087.516613,1,1. Male respondent selected,1. White,31,0,1,Seldom,4,Few times a week,1,0,13,17,0,1,0,0
643,2.0309999,196659.528423,1,1. Male respondent selected,1. White,53,0,1,Seldom,4,Few times a week,1,1,14,12,0,1,0,0
644,.71509999,69247.31355000001,1,2. Female respondent selected,4. Other race,77,1,0,Always,6,Several/Day,1,0,6,12,0,1,0,0
645,1.5010999,145345.949564,2,2. Female respondent selected,1. White,72,1,1,Always,5,Few times a week,1,0,16,16,1,1,0,0
646,2.9809,288633.925096,4,2. Female respondent selected,1. White,81,1,1,Nearly Always,6,Several/Day,1,1,11,2,1,1,1,1
647,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,87,0,1,Nearly Always,5,Few times a week,1,0,12,17,,,,
648,2.5139,243420.107469,3,1. Male respondent selected,1. White,77,0,1,Always,7,Several/Day,1,1,12,7,1,1,0,1
649,2.3884001,231270.174697,1,1. Male respondent selected,1. White,31,0,1,Seldom,,Few times a week,1,1,10,10,0,1,0,0
650,1.4484,140249.755721,1,1. Male respondent selected,1. White,46,0,1,Seldom,4,Never,1,0,17,16,0,1,0,0
651,2.4054999,232918.373633,2,1. Male respondent selected,1. White,37,0,1,Seldom,5,Few times a week,1,1,16,7,0,1,0,1
652,.72280002,69983.68283999999,0,2. Female respondent selected,2. Black/African-American,32,1,0,Seldom,4,Several/Day,1,0,10,3,0,0,0,0
653,1.9263999,186534.548042,2,1. Male respondent selected,1. White,63,0,1,Always,,Several/Day,1,1,12,7,0,1,0,1
654,1.1421,110591.47296,0,2. Female respondent selected,1. White,65,1,1,Always,,Daily,1,0,9,1,0,0,0,0
655,1.257,121710.455437,3,2. Female respondent selected,1. White,81,1,1,Always,,Several/Day,1,0,12,,0,1,1,1
656,.96319997,93267.581848,4,2. Female respondent selected,1. White,64,1,1,Always,2,Once/week,,0,12,8,1,1,1,1
657,2.9609001,286696.935889,0,1. Male respondent selected,1. White,22,0,1,Seldom,4,Never,1,0,13,7,0,0,0,0
658,2.5139,243420.107469,1,1. Male respondent selected,1. White,77,0,1,Nearly Always,4,Daily,1,1,12,11,0,1,0,0
659,2.9609001,286696.935889,0,1. Male respondent selected,1. White,26,0,1,Seldom,4,Once/week,1,0,14,11,0,0,0,0
660,.96319997,93267.581848,1,2. Female respondent selected,1. White,63,1,1,Seldom,4,Several/Day,1,0,12,7,0,1,0,0
661,1.4631,141674.473975,0,2. Female respondent selected,1. White,66,1,1,Nearly Always,,Several/Day,1,1,12,1,0,0,0,0
662,1.4603,141400.952919,3,1. Male respondent selected,1. White,37,0,1,Always,4,Never,1,1,15,13,1,1,1,0
663,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,53,0,1,Always,,Never,0,0,12,10,,,,
664,1.9093,184879.509145,2,1. Male respondent selected,1. White,71,0,1,Always,5,Several/Day,1,1,12,10,1,1,0,0
665,1.8424,178397.169465,1,1. Male respondent selected,1. White,46,0,1,Always,6,Few times a week,1,0,10,14,0,1,0,0
666,1.0492001,101592.6485,0,1. Male respondent selected,1. White,18. 18 years old,0,1,Seldom,5,Once/week,1,0,12,2,0,0,0,0
667,.97979999,94877.058248,2,2. Female respondent selected,1. White,43,1,1,Nearly Always,5,Daily,1,1,17,13,1,1,0,0
668,2.188,211857.476068,2,1. Male respondent selected,1. White,18. 18 years old,0,1,Seldom,6,Several/Day,1,0,12,8,0,1,1,0
669,.58969998,57096.401011,1,2. Female respondent selected,1. White,33,1,1,Nearly Always,5,Daily,1,1,16,13,0,1,0,0
670,1.0888,105430.853131,2,2. Female respondent selected,1. White,49,1,1,Nearly Always,,Several/Day,1,0,14,18,0,1,1,0
671,.75760001,73362.041591,0,2. Female respondent selected,1. White,20,1,1,Seldom,4,Few times a week,1,0,12,1,0,0,0,0
672,1.0742,104009.017049,0,1. Male respondent selected,1. White,66,0,1,Seldom,,Several/Day,1,1,10,16,0,0,0,0
673,1.711,165679.080707,2,1. Male respondent selected,1. White,47,0,1,Always,5,Few times a week,1,1,12,17,1,1,0,0
674,.70819998,68569.997349,1,1. Male respondent selected,1. White,42,0,1,Always,5,Once/week,1,1,16,18,0,1,0,0
675,.88599998,85786.287767,2,2. Female respondent selected,1. White,42,1,1,Nearly Always,1,Never,1,1,17,11,1,1,0,0
676,1.4208,137575.388954,2,1. Male respondent selected,1. White,,0,1,Nearly Always,,Never,1,0,12,6,1,1,0,0
677,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,75,1,1,Nearly Always,6,Once/week,1,1,13,6,,,,
678,1.4117,136694.89104,2,1. Male respondent selected,1. White,70,0,1,Always,5,Once/week,1,1,17,19,1,1,0,0
679,.73390001,71061.59526,2,1. Male respondent selected,1. White,65,0,1,Nearly Always,6,Daily,1,1,14,8,1,0,0,1
680,1.7419,168666.013783,2,1. Male respondent selected,1. White,26,0,1,Part of the Time,4,Few times a week,1,1,16,13,1,1,0,0
681,.70819998,68569.997349,4,1. Male respondent selected,1. White,43,0,1,Seldom,6,Daily,1,0,13,15,1,1,1,1
682,.9551,92477.436128,0,2. Female respondent selected,1. White,56,1,1,Nearly Always,4,Daily,1,1,13,8,0,0,0,0
683,1.3923,134816.745415,1,1. Male respondent selected,1. White,20,0,1,Seldom,,Never,1,0,13,5,0,1,0,0
684,1.0888,105430.853131,2,2. Female respondent selected,1. White,46,1,1,Nearly Always,5,Several/Day,1,1,13,1,0,1,1,0
685,.85949999,83220.29874100001,2,1. Male respondent selected,1. White,50,0,1,Always,7,Never,1,1,16,25,1,1,0,0
686,.71380001,69116.259974,2,2. Female respondent selected,4. Other race,41,1,0,Nearly Always,,Few times a week,1,1,17,1,1,1,0,0
687,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,62,1,1,Part of the Time,4,Few times a week,1,1,16,6,,,,
688,2.1873,211795.497932,3,2. Female respondent selected,1. White,31,1,1,Nearly Always,2,Once/week,1,1,16,17,1,1,0,1
689,1.6720999,161906.229197,3,1. Male respondent selected,1. White,60,0,1,Nearly Always,6,Few times a week,1,1,16,18,1,1,0,1
690,2.1055,203873.091582,1,2. Female respondent selected,1. White,47,1,1,Nearly Always,4,Several/Day,1,1,14,13,0,1,0,0
691,2.8206,273114.47796,1,1. Male respondent selected,1. White,18. 18 years old,0,1,Seldom,5,Never,1,0,9,1,0,1,0,0
692,2.3155,224205.846596,1,2. Female respondent selected,1. White,42,1,1,Seldom,4,Daily,1,1,13,1,0,1,0,0
693,2.0919001,202557.020653,2,2. Female respondent selected,1. White,60,1,1,Nearly Always,4,Few times a week,1,0,16,17,1,1,0,0
694,2.6341,255060.760954,2,1. Male respondent selected,1. White,45,0,1,Always,5,Daily,1,1,16,21,1,1,0,0
695,.588,56938.655234,3,2. Female respondent selected,1. White,37,1,1,Always,6,Daily,1,1,14,9,1,1,1,0
696,1.4342999,138879.442126,2,1. Male respondent selected,1. White,46,0,1,Always,2,Several/Day,0,0,16,1,1,1,0,0
697,.57489997,55671.63246,1,2. Female respondent selected,2. Black/African-American,65,1,0,Always,4,Several/Day,1,0,12,9,0,0,1,0
698,1.0535001,102007.235344,3,1. Male respondent selected,1. White,54,0,1,Nearly Always,,Never,1,1,12,20,1,1,0,1
699,.96319997,93267.581848,2,2. Female respondent selected,1. White,60,1,1,Part of the Time,5,Several/Day,1,0,12,14,1,1,0,0
700,.63440001,61431.187315,3,1. Male respondent selected,2. Black/African-American,51,0,0,Nearly Always,6,Several/Day,1,1,13,19,1,1,0,1
701,1.257,121710.455437,2,1. Male respondent selected,1. White,77,0,1,Nearly Always,4,Several/Day,1,0,12,9,1,1,0,0
702,2.4054999,232918.373633,2,1. Male respondent selected,1. White,36,0,1,Always,4,Never,1,1,16,7,1,1,0,0
703,3.7042999,358679.696587,0,1. Male respondent selected,1. White,28,0,1,Seldom,,Daily,1,1,16,15,0,0,0,0
704,1.4484,140249.755721,3,2. Female respondent selected,1. White,41,1,1,Nearly Always,6,Daily,1,0,16,19,1,1,1,0
705,1.1131999,107788.035727,2,1. Male respondent selected,1. White,48,0,1,Always,5,Once/week,1,1,14,18,1,1,0,0
706,.62110001,60145.368854,2,2. Female respondent selected,1. White,50,1,1,Nearly Always,2,Few times a week,1,0,16,16,1,1,0,0
707,.27419999,26552.907037,2,2. Female respondent selected,2. Black/African-American,46,1,0,Part of the Time,1,Several/Day,1,0,9,7,0,1,1,0
708,.25830001,25008.10293,1,1. Male respondent selected,2. Black/African-American,31,0,0,Always,,Several/Day,0,0,14,13,0,1,0,0
709,.29460001,28527.288551,3,2. Female respondent selected,2. Black/African-American,25,1,0,Seldom,,Few times a week,1,0,12,10,0,1,1,1
710,.2288,22154.179084,2,1. Male respondent selected,2. Black/African-American,30,0,0,Always,4,Several/Day,1,0,16,15,1,1,0,0
711,.4161,40287.407693,1,2. Female respondent selected,2. Black/African-American,25,1,0,Always,,Few times a week,1,0,12,12,0,1,0,0
712,.2022,19583.221492,3,1. Male respondent selected,2. Black/African-American,49,0,0,Part of the Time,3,Daily,1,0,12,6,0,1,1,1
713,.63440001,61431.187315,4,1. Male respondent selected,2. Black/African-American,52,0,0,Nearly Always,4,Several/Day,1,1,14,20,1,1,1,1
714,.2084,20176.385469,2,2. Female respondent selected,2. Black/African-American,30,1,0,Seldom,4,Several/Day,1,1,12,2,0,0,1,1
715,.20999999,20330.037986,1,1. Male respondent selected,2. Black/African-American,54,0,0,Always,,Several/Day,1,0,17,12,0,1,0,0
716,.48019999,46494.887296,1,1. Male respondent selected,2. Black/African-American,41,0,0,Part of the Time,4,Several/Day,1,1,14,,0,1,0,0
717,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,2. Black/African-American,40,0,0,Always,4,Several/Day,1,1,14,19,,,,
718,.24879999,24094.527412,3,1. Male respondent selected,2. Black/African-American,32,0,0,Always,,Few times a week,1,0,16,17,1,1,0,1
719,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,2. Black/African-American,22,0,0,Seldom,4,Daily,1,0,12,4,,,,
720,.5977,57876.889619,3,2. Female respondent selected,2. Black/African-American,48,1,0,Always,,Several/Day,1,1,12,1,1,1,0,1
721,.60070002,58168.644239,1,2. Female respondent selected,2. Black/African-American,48,1,0,Always,,Several/Day,1,1,17,,1,0,0,0
722,.3204,31025.818351,0,2. Female respondent selected,2. Black/African-American,26,1,0,Nearly Always,6,Several/Day,1,0,9,16,0,0,0,0
723,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,2. Black/African-American,18. 18 years old,1,0,Seldom,6,Several/Day,1,0,12,1,,,,
724,.56239998,54455.002476,4,2. Female respondent selected,1. White,69,1,1,Nearly Always,5,Once/week,1,0,14,1,1,1,1,1
725,.60070002,58168.644239,3,2. Female respondent selected,2. Black/African-American,51,1,0,Always,,Several/Day,1,1,17,18,1,1,0,1
726,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,2. Black/African-American,54,0,0,Nearly Always,5,Several/Day,1,1,16,24,,,,
727,.2401,23247.443648,2,1. Male respondent selected,2. Black/African-American,48,0,0,Seldom,,Daily,1,0,14,14,1,1,0,0
728,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,2. Black/African-American,73,0,0,Always,6,Daily,1,0,8,7,,,,
729,1.1479,111152.579612,0,1. Male respondent selected,2. Black/African-American,23,0,0,Nearly Always,,Several/Day,1,0,16,1,0,0,0,0
730,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,33,1,1,Always,,Several/Day,1,0,13,14,,,,
731,1.8128,175527.423528,2,1. Male respondent selected,1. White,36,0,1,Seldom,4,Daily,1,0,12,11,1,1,0,0
732,.64850003,62793.945077,2,1. Male respondent selected,2. Black/African-American,70,0,0,Always,,Several/Day,1,0,13,11,0,1,0,1
733,.62400001,60421.011895,2,1. Male respondent selected,2. Black/African-American,62,0,0,Seldom,4,Several/Day,1,0,16,20,1,1,0,0
734,.9242,89488.096089,0,2. Female respondent selected,2. Black/African-American,28,1,0,Part of the Time,,Several/Day,1,1,13,15,0,0,0,0
735,.86680001,83935.47620200001,1,2. Female respondent selected,1. White,62,1,1,Nearly Always,6,Several/Day,1,0,12,14,0,1,0,0
736,1.9148,185412.90778,1,1. Male respondent selected,1. White,57,0,1,Seldom,2,Daily,1,0,12,3,0,1,0,0
737,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,36,1,1,Seldom,,Few times a week,1,0,10,4,,,,
738,1.9263999,186534.548042,2,2. Female respondent selected,1. White,63,1,1,Always,5,Once/week,1,1,12,3,1,1,0,0
739,.90640002,87763.71176400001,1,1. Male respondent selected,1. White,34,0,1,Seldom,4,Once/week,1,0,12,24,0,1,0,0
740,.86680001,83935.47620200001,1,1. Male respondent selected,1. White,62,0,1,Always,6,Several/Day,1,0,12,10,0,1,0,0
741,1.9018,184147.058541,0,2. Female respondent selected,1. White,58,1,1,Always,,Several/Day,1,1,12,4,0,0,0,0
742,2.0143001,195042.252086,1,2. Female respondent selected,1. White,37,1,1,Seldom,2,Daily,1,1,12,4,0,1,0,0
743,2.0696001,200395.529922,2,2. Female respondent selected,1. White,44,1,1,Nearly Always,6,Several/Day,1,1,13,11,1,1,0,0
744,.62769997,60782.333318,1,2. Female respondent selected,2. Black/African-American,49,1,0,Always,7,Several/Day,1,0,13,4,0,1,0,0
745,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,2. Black/African-American,31,0,0,Always,4,Once/week,1,0,12,13,,,,
746,.66460001,64357.268856,0,1. Male respondent selected,2. Black/African-American,55,0,0,Nearly Always,4,Daily,1,0,12,12,0,0,0,0
747,3.7042999,358679.696587,1,2. Female respondent selected,1. White,26,1,1,Always,5,Daily,1,0,16,13,0,1,0,0
748,1.8153,175774.588446,1,2. Female respondent selected,1. White,52,1,1,Part of the Time,,Several/Day,1,0,14,19,0,1,0,0
749,1.3092999,126781.571156,0,1. Male respondent selected,1. White,34,0,1,Nearly Always,4,Never,1,0,17,14,0,0,0,0
750,.36649999,35485.177493,0,1. Male respondent selected,1. White,43,0,1,Always,6,Few times a week,1,0,12,13,0,0,0,0
751,1.6884,163487.340191,0,1. Male respondent selected,1. White,25,0,1,Seldom,,Once/week,1,1,12,13,0,0,0,0
752,.58920002,57048.795377,0,2. Female respondent selected,1. White,65,1,1,Seldom,6,Daily,1,0,12,7,0,0,0,0
753,.57249999,55434.180063,0,2. Female respondent selected,2. Black/African-American,65,1,0,Nearly Always,6,,1,1,14,6,0,0,0,0
754,.77710003,75246.436048,0,1. Male respondent selected,1. White,50,0,1,Always,5,Few times a week,1,1,16,23,0,0,0,0
755,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,49,1,0,Nearly Always,4,Several/Day,1,1,12,3,,,,
756,1.5768,152680.318183,0,2. Female respondent selected,1. White,47,1,1,Always,6,Several/Day,1,1,17,17,0,0,0,0
757,1.0466,101338.013619,0,2. Female respondent selected,1. White,36,1,1,Seldom,,Daily,1,1,14,23,0,0,0,0
